osm_type,osm_id,latitude,longitude,industrial,landuse,power,man_made,building,product,plant_source,plant_method,resource,description,source_file
node,4023814679,12.9358822,79.1578399,,,,works,,,,,,,industrial-works.osm.pbf
node,4030194837,21.3944376,76.2634234,,,,works,,,,,,,industrial-works.osm.pbf
node,4047377669,11.8274939,75.6118485,,,,works,,,,,,,industrial-works.osm.pbf
node,4047377670,11.8284833,75.6185581,,,,works,,,,,,,industrial-works.osm.pbf
node,4047377672,11.825565,75.6098432,,,,works,,,,,,,industrial-works.osm.pbf
node,4047377680,11.8280566,75.6145791,,,,works,,,,,,,industrial-works.osm.pbf
node,4286285301,12.9769937,77.6319211,,,,works,,,,,,engineering works,industrial-works.osm.pbf
node,4286285466,12.976973,77.6319764,,,,works,,,,,,welding works,industrial-works.osm.pbf
node,4286285467,12.9769476,77.6319057,,,,works,,,,,,wood works,industrial-works.osm.pbf
node,4292019194,22.239654,70.6776741,,,,works,,,,,,,industrial-works.osm.pbf
node,4292039798,23.3334122,72.4231484,,,,works,,,,,,,industrial-works.osm.pbf
node,4292039799,23.3230718,72.4307633,,,,works,,,,,,,industrial-works.osm.pbf
node,4292039998,23.3468203,72.4179641,,,,works,,,,,,,industrial-works.osm.pbf
node,4292039999,23.3435164,72.4232907,,,,works,,,,,,,industrial-works.osm.pbf
node,4292040000,23.3260794,72.4275985,,,,works,,,,,,,industrial-works.osm.pbf
node,4292072293,23.3720924,72.4080644,,,,works,,,,,,,industrial-works.osm.pbf
node,4292073789,22.2633966,70.8300616,,,,works,,sheets,,,,,industrial-works.osm.pbf
node,4292816184,10.3409349,76.2527532,,,,works,,,,,,,industrial-works.osm.pbf
node,4293223692,23.3252465,72.4278619,,,,works,,,,,,,industrial-works.osm.pbf
node,4293275110,23.3723848,72.4078808,,,,works,,,,,,,industrial-works.osm.pbf
node,4293342732,23.3283188,72.4265535,,,,works,,,,,,,industrial-works.osm.pbf
node,4293358690,23.3984125,72.4010069,,,,works,,,,,,,industrial-works.osm.pbf
node,4293363889,23.3979316,72.3980399,,,,works,,,,,,,industrial-works.osm.pbf
node,4296617435,23.3355747,72.4228049,,,,works,,,,,,,industrial-works.osm.pbf
node,4296617649,23.3385896,72.4230761,,,,works,,,,,,,industrial-works.osm.pbf
node,4296617650,23.3434584,72.4193569,,,,works,,,,,,,industrial-works.osm.pbf
node,4296617651,23.4962764,72.4009139,,,,works,,,,,,,industrial-works.osm.pbf
node,4296617693,23.3243077,72.4282045,,,,works,,,,,,,industrial-works.osm.pbf
node,4296617910,23.4155751,72.3944754,,,,works,,,,,,,industrial-works.osm.pbf
node,4296618072,23.4200809,72.394124,,,,works,,,,,,,industrial-works.osm.pbf
node,4296621397,23.5080736,72.4008809,,,,works,,,,,,,industrial-works.osm.pbf
node,4296651690,23.3362572,72.4242001,,,,works,,,,,,,industrial-works.osm.pbf
node,4297338292,23.3253919,72.4311884,,,,works,,,,,,,industrial-works.osm.pbf
node,4297344092,23.3365643,72.4226136,,,,works,,,,,,,industrial-works.osm.pbf
node,4297344093,23.3072332,72.4370372,,,,works,,,,,,,industrial-works.osm.pbf
node,4297344590,23.3054853,72.437335,,,,works,,,,,,,industrial-works.osm.pbf
node,4298575794,23.3578617,72.4145321,,,,works,,,,,,,industrial-works.osm.pbf
node,4298587690,23.3532843,72.4156119,,,,works,,,,,,,industrial-works.osm.pbf
node,4298667492,23.4265615,72.393977,,,,works,,,,,,,industrial-works.osm.pbf
node,4298723194,23.4532918,72.393922,,,,works,,,,,,,industrial-works.osm.pbf
node,4298723692,23.4481805,72.3928777,,,,works,,,,,,,industrial-works.osm.pbf
node,4299360091,23.3604436,72.4123938,,,,works,,,,,,,industrial-works.osm.pbf
node,4299360092,23.3345945,72.424627,,,,works,,,,,,,industrial-works.osm.pbf
node,4299360093,23.3266769,72.4282132,,,,works,,,,,,,industrial-works.osm.pbf
node,4299366091,23.4306444,72.3947741,,,,works,,,,,,,industrial-works.osm.pbf
node,4299366489,23.3570341,72.4147329,,,,works,,,,,,,industrial-works.osm.pbf
node,4299626820,22.2640545,70.8254852,,,,works,,,,,,,industrial-works.osm.pbf
node,4300699893,23.321165,72.4315454,,,,works,,,,,,,industrial-works.osm.pbf
node,4302900210,11.6581019,78.196466,,,,works,,,,,,,industrial-works.osm.pbf
node,4304261189,13.0322675,77.5247521,,,,works,,,,,,,industrial-works.osm.pbf
node,4307699589,23.6158298,72.400574,,,,works,,,,,,,industrial-works.osm.pbf
node,4309189391,23.5129813,72.3971851,,,,works,,,,,,,industrial-works.osm.pbf
node,4309442113,10.6113218,76.1636277,,,,works,,,,,,,industrial-works.osm.pbf
node,4314219590,23.2400692,72.5072229,,,,works,,,,,,,industrial-works.osm.pbf
node,4314258189,23.2915911,72.4514449,,,,works,,,,,,,industrial-works.osm.pbf
node,4314545490,11.7646525,75.5110947,,,,works,,,,,,,industrial-works.osm.pbf
node,4316567759,10.6114814,76.1646833,,,,works,,,,,,,industrial-works.osm.pbf
node,4316885840,10.6522976,76.1652735,,,,works,,,,,,,industrial-works.osm.pbf
node,4317111345,10.6235983,76.1673377,,,,works,,,,,,,industrial-works.osm.pbf
node,4319379290,22.2807943,73.2156593,,,,works,,,,,,,industrial-works.osm.pbf
node,4319650213,10.6391376,76.1521952,,,,works,,,,,,,industrial-works.osm.pbf
node,4326493898,22.2813201,73.2185744,,,,works,,,,,,,industrial-works.osm.pbf
node,4326496896,22.2809549,73.2195126,,,,works,,,,,,,industrial-works.osm.pbf
node,4326515589,22.2807171,73.219524,,,,works,,,,,,,industrial-works.osm.pbf
node,4330452189,23.5725878,72.3357707,,,,works,,,,,,,industrial-works.osm.pbf
node,4342179391,23.280796,72.4439465,,,,works,,,,,,,industrial-works.osm.pbf
node,4356767290,30.8904826,75.862385,,,,works,,,,,,,industrial-works.osm.pbf
node,4358546492,22.9714764,72.6276809,,,,works,,,,,,,industrial-works.osm.pbf
node,4358562089,22.9736233,72.6346176,,,,works,,,,,,,industrial-works.osm.pbf
node,4358562489,23.0383167,72.569304,,,,works,,,,,,,industrial-works.osm.pbf
node,4359539269,13.1122094,80.1469873,,,,works,,,,,,,industrial-works.osm.pbf
node,4376876224,17.0740891,74.2953312,,,,works,,,,,,,industrial-works.osm.pbf
node,4376878094,19.9010828,79.3329328,,,,works,,,,,,,industrial-works.osm.pbf
node,4376879101,19.9305826,79.1196305,,,,works,,,,,,,industrial-works.osm.pbf
node,4380156499,23.237245,72.5092134,,,,works,,,,,,,industrial-works.osm.pbf
node,4380157393,23.2364273,72.5103384,,,,works,,,,,,,industrial-works.osm.pbf
node,4380537982,23.1803117,72.5753396,,,,works,,food,,,,,industrial-works.osm.pbf
node,4381055589,12.9604402,80.2519006,,,,works,,,,,,,industrial-works.osm.pbf
node,4389290275,23.2937582,72.449609,,,,works,,,,,,,industrial-works.osm.pbf
node,4389308513,23.2935132,72.4496432,,,,works,,,,,,,industrial-works.osm.pbf
node,4398393089,23.2966833,72.4476017,,,,works,,,,,,,industrial-works.osm.pbf
node,4398393190,23.0341362,72.68375,,,,works,,,,,,,industrial-works.osm.pbf
node,4398393289,22.9740317,72.6324483,,,,works,,,,,,,industrial-works.osm.pbf
node,4398393389,22.906436,72.436793,,,,works,,,,,,,industrial-works.osm.pbf
node,4398393489,23.0316617,72.6846117,,,,works,,,,,,,industrial-works.osm.pbf
node,4398393689,22.9582414,72.630978,,,,works,,,,,,,industrial-works.osm.pbf
node,4398393889,22.9038717,72.4374833,,,,works,,,,,,,industrial-works.osm.pbf
node,4412737895,23.0410865,72.6874313,,,,works,,,,,,,industrial-works.osm.pbf
node,4422044190,23.015763,72.6350806,,,,works,,,,,,,industrial-works.osm.pbf
node,4422045591,22.9714099,72.635344,,,,works,,,,,,,industrial-works.osm.pbf
node,4422109529,22.9636008,72.5885693,,,,works,,,,,,,industrial-works.osm.pbf
node,4422110091,22.96319,72.5888004,,,,works,,,,,,,industrial-works.osm.pbf
node,4424516795,22.2337812,70.7953735,,,,works,,,,,,,industrial-works.osm.pbf
node,4424695486,22.231552,70.800201,,,,works,,,,,,,industrial-works.osm.pbf
node,4426897190,26.8762495,73.5611839,,,,works,,,,,,,industrial-works.osm.pbf
node,4428702197,12.8002462,78.7234605,,,,works,,,,,,,industrial-works.osm.pbf
node,4432561946,20.6341276,79.8624806,,,,works,,rice,,,,,industrial-works.osm.pbf
node,4435494991,22.3274087,73.1476916,,,,works,,,,,,,industrial-works.osm.pbf
node,4435494992,22.4146427,73.1655975,,,,works,,,,,,,industrial-works.osm.pbf
node,4435502289,22.532583,72.921521,,,,works,,,,,,,industrial-works.osm.pbf
node,4435502489,22.282307,73.217893,,,,works,,,,,,,industrial-works.osm.pbf
node,4435537818,22.4445919,73.1871982,,,,works,,,,,,,industrial-works.osm.pbf
node,4455197499,22.2841545,70.7750433,,,,works,,,,,,,industrial-works.osm.pbf
node,4455958189,22.2337718,70.7954321,,,,works,,,,,,,industrial-works.osm.pbf
node,4456591389,22.2344587,70.7936373,,,,works,,,,,,,industrial-works.osm.pbf
node,4483635589,22.9661748,72.557483,,,,works,,,,,,,industrial-works.osm.pbf
node,4487344997,17.4390808,78.5593987,,,,works,,,,,,,industrial-works.osm.pbf
node,4487370607,17.4392318,78.5597621,,,,works,,,,,,,industrial-works.osm.pbf
node,4487397820,17.4382387,78.5611704,,,,works,,,,,,,industrial-works.osm.pbf
node,4487397821,17.4375478,78.5615245,,,,works,,,,,,,industrial-works.osm.pbf
node,4487397822,17.4439014,78.5627069,,,,works,,,,,,,industrial-works.osm.pbf
node,4487499201,17.443975,78.5646533,,,,works,,,,,,,industrial-works.osm.pbf
node,4487499202,17.443714,78.5648907,,,,works,,,,,,,industrial-works.osm.pbf
node,4487518438,17.4440044,78.5652032,,,,works,,,,,,,industrial-works.osm.pbf
node,4487518439,17.4442347,78.5650476,,,,works,,,,,,,industrial-works.osm.pbf
node,4487518440,17.4441912,78.5652286,,,,works,,,,,,,industrial-works.osm.pbf
node,4487518441,17.444149,78.56477,,,,works,,,,,,,industrial-works.osm.pbf
node,4487525761,17.444277,78.5648893,,,,works,,,,,,,industrial-works.osm.pbf
node,4487546590,17.4539392,78.5799863,,,,works,,,,,,,industrial-works.osm.pbf
node,4487548771,17.43808,78.5591266,,,,works,,,,,,,industrial-works.osm.pbf
node,4487548772,17.4376425,78.559309,,,,works,,,,,,,industrial-works.osm.pbf
node,4487548773,17.4563679,78.5790404,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599015,17.4614642,78.5842558,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599016,17.460886,78.5842611,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599017,17.4619734,78.5842236,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599018,17.4624723,78.5842772,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599019,17.4605994,78.5847922,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599020,17.461401,78.5847546,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599021,17.4606245,78.5851153,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599022,17.4613409,78.5852763,,,,works,,,,,,,industrial-works.osm.pbf
node,4487599023,17.4612565,78.585928,,,,works,,,,,,,industrial-works.osm.pbf
node,4487604630,17.4576982,78.5883682,,,,works,,,,,,,industrial-works.osm.pbf
node,4487619865,17.4580164,78.5860166,,,,works,,,,,,,industrial-works.osm.pbf
node,4487619866,17.4561691,78.5860058,,,,works,,,,,,,industrial-works.osm.pbf
node,4487661900,13.0418729,77.5304892,,,,works,,,,,,,industrial-works.osm.pbf
node,4487661901,13.0391525,77.5310256,,,,works,,,,,,,industrial-works.osm.pbf
node,4487661902,13.038839,77.5308674,,,,works,,,,,,,industrial-works.osm.pbf
node,4487673990,13.0350297,77.5263734,,,,works,,,,,,,industrial-works.osm.pbf
node,4487673991,13.0351787,77.5263211,,,,works,,,,,,,industrial-works.osm.pbf
node,4487673992,13.0350767,77.5262714,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711589,13.0349657,77.5265557,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711591,13.0348442,77.5266013,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711592,13.0347893,77.5265625,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711593,13.0347475,77.5265517,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711594,13.0346822,77.526541,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711595,13.0346025,77.5266389,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711596,13.0344875,77.5267448,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711597,13.0346639,77.5266778,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711598,13.0346639,77.5267127,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711599,13.0346626,77.5267529,,,,works,,,,,,,industrial-works.osm.pbf
node,4487711600,13.034643,77.5268427,,,,works,,,,,,,industrial-works.osm.pbf
node,4487884173,16.0925898,80.1624001,,,,works,,,,,,,industrial-works.osm.pbf
node,4487884458,16.310151,80.4298988,,,,works,,,,,,,industrial-works.osm.pbf
node,4487887124,16.3070828,80.3091707,,,,works,,,,,,,industrial-works.osm.pbf
node,4487887621,16.3277443,80.3462502,,,,works,,,,,,,industrial-works.osm.pbf
node,4487890827,16.3112889,80.4270274,,,,works,,,,,,,industrial-works.osm.pbf
node,4487892492,14.4908496,78.8062948,,,,works,,,,,,,industrial-works.osm.pbf
node,4487898404,15.9056012,80.4695286,,,,works,,,,,,,industrial-works.osm.pbf
node,4487900975,16.2927412,80.4339968,,,,works,,,,,,,industrial-works.osm.pbf
node,4487901533,16.2966673,80.4514921,,,,works,,,,,,,industrial-works.osm.pbf
node,4487905089,16.2423056,80.4953967,,,,works,,,,,,,industrial-works.osm.pbf
node,4487905189,13.0026185,77.5682723,,,,works,,,,,,,industrial-works.osm.pbf
node,4487906240,16.2565632,80.3361697,,,,works,,,,,,,industrial-works.osm.pbf
node,4487907181,16.3209357,80.4338855,,,,works,,,,,,,industrial-works.osm.pbf
node,4487908351,16.1573681,80.2432835,,,,works,,,,,,,industrial-works.osm.pbf
node,4487909693,16.3054051,80.4217239,,,,works,,,,,,,industrial-works.osm.pbf
node,4487915091,22.9581564,72.5579239,,,,works,,,,,,,industrial-works.osm.pbf
node,4487918996,16.2838934,80.4368995,,,,works,,,,,,,industrial-works.osm.pbf
node,4487920857,16.2929688,80.4389942,,,,works,,,,,,,industrial-works.osm.pbf
node,4487927966,16.3022584,80.4388313,,,,works,,,,,,,industrial-works.osm.pbf
node,4487928984,16.2924455,80.4471256,,,,works,,,,,,,industrial-works.osm.pbf
node,4487931332,16.1807611,80.2396845,,,,works,,,,,,,industrial-works.osm.pbf
node,4487933305,16.2904585,80.416095,,,,works,,,,,,,industrial-works.osm.pbf
node,4487934285,16.2916505,80.4290947,,,,works,,,,,,,industrial-works.osm.pbf
node,4487939058,16.3960607,80.149784,,,,works,,,,,,,industrial-works.osm.pbf
node,4487940720,16.1409776,80.197794,,,,works,,,,,,,industrial-works.osm.pbf
node,4487943221,16.2184187,80.2929612,,,,works,,,,,,,industrial-works.osm.pbf
node,4487948392,16.2235601,80.5245657,,,,works,,,,,,,industrial-works.osm.pbf
node,4487956911,16.5142218,80.6121143,,,,works,,,,,,,industrial-works.osm.pbf
node,4487958595,16.3062391,80.4431252,,,,works,,,,,,,industrial-works.osm.pbf
node,4487960439,16.3029104,80.4276367,,,,works,,,,,,,industrial-works.osm.pbf
node,4487962084,16.3041371,80.4340863,,,,works,,,,,,,industrial-works.osm.pbf
node,4487963520,16.3042336,80.4340913,,,,works,,,,,,,industrial-works.osm.pbf
node,4487964431,16.3113569,80.4184291,,,,works,,,,,,,industrial-works.osm.pbf
node,4487965971,16.3056648,80.4405667,,,,works,,,,,,,industrial-works.osm.pbf
node,4487973689,16.3075446,80.4360899,,,,works,,,,,,,industrial-works.osm.pbf
node,4488835644,16.3153256,80.3462855,,,,works,,,,,,,industrial-works.osm.pbf
node,4488841414,16.3193394,80.4171224,,,,works,,,,,,,industrial-works.osm.pbf
node,4489054708,16.2861755,80.4450445,,,,works,,,,,,,industrial-works.osm.pbf
node,4489068350,16.2904287,80.4470662,,,,works,,,,,,,industrial-works.osm.pbf
node,4489074387,16.4347966,80.4098623,,,,works,,,,,,,industrial-works.osm.pbf
node,4489091467,16.1956124,80.5222024,,,,works,,,,,,,industrial-works.osm.pbf
node,4489093334,16.2991271,80.4364917,,,,works,,,,,,,industrial-works.osm.pbf
node,4489101151,16.3021028,80.436226,,,,works,,,,,,,industrial-works.osm.pbf
node,4489106589,16.3083207,80.4340522,,,,works,,,,,,,industrial-works.osm.pbf
node,4489110249,16.3025842,80.4345916,,,,works,,,,,,,industrial-works.osm.pbf
node,4489125380,16.2874322,80.4124142,,,,works,,,,,,,industrial-works.osm.pbf
node,4489137616,16.2919514,80.4476285,,,,works,,,,,,,industrial-works.osm.pbf
node,4489141025,16.304295,80.4294874,,,,works,,,,,,,industrial-works.osm.pbf
node,4489161263,16.3019741,80.4375494,,,,works,,,,,,,industrial-works.osm.pbf
node,4489168002,16.4593612,80.5735476,,,,works,,,,,,,industrial-works.osm.pbf
node,4489172289,16.3164985,80.4825139,,,,works,,,,,,,industrial-works.osm.pbf
node,4489174217,16.3033862,80.4381235,,,,works,,,,,,,industrial-works.osm.pbf
node,4489594713,10.0470445,76.312277,,,,works,,,,,,,industrial-works.osm.pbf
node,4489596715,9.6494263,76.739165,,,,works,,Rubber,,,,,industrial-works.osm.pbf
node,4489603890,9.1760715,76.4725646,,,,works,,,,,,,industrial-works.osm.pbf
node,4489614354,10.0248357,76.3162321,,,,works,,,,,,,industrial-works.osm.pbf
node,4490110675,10.3104591,76.332023,,,,works,,,,,,,industrial-works.osm.pbf
node,4490110730,13.0314093,77.5273396,,,,works,,,,,,,industrial-works.osm.pbf
node,4490110731,13.0313471,77.5273065,,,,works,,,,,,,industrial-works.osm.pbf
node,4490110732,13.0339471,77.5274079,,,,works,,,,,,,industrial-works.osm.pbf
node,4490110733,13.0340594,77.5272698,,,,works,,,,,,,industrial-works.osm.pbf
node,4490110734,13.0338948,77.5272336,,,,works,,,,,,,industrial-works.osm.pbf
node,4490110735,13.0338973,77.5270923,,,,works,,,,,,,industrial-works.osm.pbf
node,4490118184,13.0338944,77.5269378,,,,works,,,,,,,industrial-works.osm.pbf
node,4490118185,13.0340221,77.5268859,,,,works,,,,,,,industrial-works.osm.pbf
node,4490118186,13.0339488,77.5268758,,,,works,,,,,,,industrial-works.osm.pbf
node,4490118187,13.0338805,77.5268544,,,,works,,,,,,,industrial-works.osm.pbf
node,4490118188,13.033834,77.5268565,,,,works,,,,,,,industrial-works.osm.pbf
node,4490128717,13.0337835,77.5268534,,,,works,,,,,,,industrial-works.osm.pbf
node,4490128718,13.0338003,77.5269317,,,,works,,,,,,,industrial-works.osm.pbf
node,4490128720,13.0338181,77.5270933,,,,works,,,,,,,industrial-works.osm.pbf
node,4490128721,13.0337152,77.5269815,,,,works,,,,,,,industrial-works.osm.pbf
node,4490128722,13.0337538,77.5270902,,,,works,,,,,,,industrial-works.osm.pbf
node,4490128723,13.0337528,77.5271421,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148575,13.0338139,77.5271678,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148576,13.0338139,77.5272268,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148577,13.0337002,77.527204,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148578,13.0337381,77.5272845,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148579,13.0338073,77.527322,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148580,13.0337773,77.527428,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148581,13.0336923,77.5274119,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148582,13.033725,77.5273435,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148583,13.0336166,77.5271115,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148584,13.0336257,77.5271638,,,,works,,,,,,,industrial-works.osm.pbf
node,4490148585,13.0336336,77.5272898,,,,works,,,,,,,industrial-works.osm.pbf
node,4490151297,8.5450546,76.8916518,,,,works,,,,,,,industrial-works.osm.pbf
node,4490193896,13.0333098,77.5274628,,,,works,,,,,,,industrial-works.osm.pbf
node,4490193897,13.0336068,77.5273296,,,,works,,,,,,,industrial-works.osm.pbf
node,4490193898,13.0334623,77.527227,,,,works,,,,,,,industrial-works.osm.pbf
node,4490193899,13.0332464,77.5271345,,,,works,,,,,,,industrial-works.osm.pbf
node,4490193900,13.0332276,77.5268682,,,,works,,,,,,,industrial-works.osm.pbf
node,4490196522,8.8892501,76.5927044,,,,works,,,,,,,industrial-works.osm.pbf
node,4490212221,8.8780103,76.5976876,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216802,13.034453,77.5275402,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216803,13.034477,77.5276373,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216804,13.0345011,77.5277667,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216805,13.0345536,77.5279408,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216806,13.0345926,77.5280455,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216807,13.0346181,77.5281688,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216808,13.034336,77.5276666,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216809,13.0343825,77.5278714,,,,works,,,,,,,industrial-works.osm.pbf
node,4490216810,13.0344155,77.5280702,,,,works,,,,,,,industrial-works.osm.pbf
node,4490223866,17.4253603,78.5481696,,,,works,,,,,,,industrial-works.osm.pbf
node,4490223867,17.4248574,78.5484258,,,,works,,,,,,,industrial-works.osm.pbf
node,4490263300,17.4244694,78.5479514,,,,works,,,,,,,industrial-works.osm.pbf
node,4503471590,12.8038371,80.1908713,,,,works,,,,,,,industrial-works.osm.pbf
node,4508784618,10.1781104,76.2148794,,,,works,,,,,,,industrial-works.osm.pbf
node,4512548190,23.0831468,72.1565417,,,,works,,,,,,,industrial-works.osm.pbf
node,4516538548,20.4289104,85.1644031,,,,works,,,,,,,industrial-works.osm.pbf
node,4523122790,23.2597782,72.4731068,,,,works,,,,,,,industrial-works.osm.pbf
node,4526214441,9.53779,76.7591343,mill,,,works,,,,,,,industrial-works.osm.pbf
node,4537438747,9.848804,76.8376481,,,,works,,,,,,,industrial-works.osm.pbf
node,4544652440,22.2513024,73.1861755,,,,works,,,,,,,industrial-works.osm.pbf
node,4546445592,22.1328969,73.1720696,,,,works,,,,,,,industrial-works.osm.pbf
node,4547413789,22.3157898,73.1990828,,,,works,,,,,,,industrial-works.osm.pbf
node,4547440053,22.1319707,73.1724713,,,,works,,,,,,,industrial-works.osm.pbf
node,4548858148,17.3549466,78.444023,,,,works,,hydraulic filters; oil filters; air filters; disk filtre,,,,industrial filter manufacturers,industrial-works.osm.pbf
node,4577233255,9.7409691,76.6399301,,,,works,,,,,,,industrial-works.osm.pbf
node,4586804289,22.7330551,71.369163,,,,works,,,,,,,industrial-works.osm.pbf
node,4592138030,20.6176521,79.9237883,,,,works,,,,,,,industrial-works.osm.pbf
node,4597704995,30.9659912,76.8055639,,,,works,,,,,,,industrial-works.osm.pbf
node,4613930696,22.7228753,75.8868815,,,,works,,,,,,,industrial-works.osm.pbf
node,4618338616,20.5845574,79.8824273,,,,works,,,,,,,industrial-works.osm.pbf
node,4623087089,22.9691784,72.6323673,,,,works,,,,,,,industrial-works.osm.pbf
node,4637956789,13.0506071,78.5329758,,,,works,,,,,,,industrial-works.osm.pbf
node,4639712097,12.9207848,80.0898349,,,,works,,,,,,,industrial-works.osm.pbf
node,4671058853,17.3767697,82.5412456,,,,works,,sugar,,,,,industrial-works.osm.pbf
node,4682089694,22.6329909,72.9144163,,,,works,,,,,,,industrial-works.osm.pbf
node,4684806089,22.0487278,70.7913575,,,,works,,,,,,,industrial-works.osm.pbf
node,4685283794,22.1632707,70.7990192,,,,works,,bearings,,,,,industrial-works.osm.pbf
node,4686324302,13.3310592,75.7887511,,,,works,,,,,,,industrial-works.osm.pbf
node,4690909094,10.1582947,76.2223974,,,,works,,,,,,,industrial-works.osm.pbf
node,4695080843,22.708423,75.8437688,,,,works,,,,,,,industrial-works.osm.pbf
node,4702705490,12.8811496,77.5983865,,,,works,,,,,,,industrial-works.osm.pbf
node,4702907089,20.290705,85.8915589,,,,works,,,,,,,industrial-works.osm.pbf
node,4708834654,17.9781799,79.513738,,,,works,,,,,,,industrial-works.osm.pbf
node,4709507292,19.0478225,72.8608609,,,,works,,,,,,,industrial-works.osm.pbf
node,4710336769,17.9686136,79.5045248,,,,works,,,,,,,industrial-works.osm.pbf
node,4710337921,17.9653383,79.5009723,,,,works,,,,,,,industrial-works.osm.pbf
node,4711379875,25.4802743,78.5590933,,,,works,,,,,,,industrial-works.osm.pbf
node,4713935389,30.8920568,75.8558286,,,,works,,,,,,,industrial-works.osm.pbf
node,4714556291,30.8752122,75.9355782,,,,works,,,,,,,industrial-works.osm.pbf
node,4716136694,20.3243657,73.0525793,,,,works,,,,,,,industrial-works.osm.pbf
node,4717894992,21.1613101,72.8163572,,,,works,,,,,,,industrial-works.osm.pbf
node,4717916189,20.3233533,73.0517383,,,,works,,,,,,,industrial-works.osm.pbf
node,4723474185,18.32876,73.8518108,,,,works,,,,,,,industrial-works.osm.pbf
node,4725209391,23.324769,72.418205,,,,works,,,,,,,industrial-works.osm.pbf
node,4727082392,23.3226944,72.423167,,,,works,,,,,,,industrial-works.osm.pbf
node,4784023232,21.091469,79.0745876,,,,works,,,,,,,industrial-works.osm.pbf
node,4794981612,12.8984621,77.6077509,,,,works,,,,,,,industrial-works.osm.pbf
node,4798383721,18.6759524,83.9477581,,,,works,,,,,,,industrial-works.osm.pbf
node,4798383722,18.6731951,83.9498787,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968474,25.9082711,86.721837,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968475,25.9087011,86.7176979,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968476,25.9074258,86.7178973,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968477,25.9102463,86.7229229,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968478,25.912411,86.7220664,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968479,25.9119654,86.724105,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968480,25.914442,86.7220381,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968481,25.9164234,86.7220614,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968482,25.9205687,86.7226504,,,,works,,,,,,,industrial-works.osm.pbf
node,4822968483,25.9219755,86.7230242,,,,works,,,,,,,industrial-works.osm.pbf
node,4830865602,13.6747828,79.5015075,,,,works,,battery,,,,,industrial-works.osm.pbf
node,4830865604,13.673266,79.5039116,,,,works,,,,,,,industrial-works.osm.pbf
node,4891934021,11.4929053,76.4722539,,,,works,,,,,,,industrial-works.osm.pbf
node,4903042822,12.3235374,78.075308,,,,works,,,,,,,industrial-works.osm.pbf
node,4911293269,25.8746467,86.7476895,,,,works,,,,,,,industrial-works.osm.pbf
node,4911334501,25.9480929,86.7273244,,,,works,,,,,,,industrial-works.osm.pbf
node,4938983210,12.0625612,78.9715022,,,,works,,,,,,,industrial-works.osm.pbf
node,4945452825,22.1314091,73.1800745,,,,works,,,,,,,industrial-works.osm.pbf
node,4958347476,12.5082404,79.1675959,,,,works,,sugar,,,,,industrial-works.osm.pbf
node,4968389170,20.5418699,79.8812557,,,,works,,,,,,,industrial-works.osm.pbf
node,4976468647,28.7361944,76.8878048,,,,works,,bricks,,,,,industrial-works.osm.pbf
