latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
30.55757,79.11909,297.19,0.68,0.74,2024-01-01,1929,N,VIIRS,n,2,277.24,2.21,N,0
30.55818,79.12016,304.99,0.68,0.74,2024-01-01,1929,N,VIIRS,n,2,277.27,1.98,N,0
30.04427,80.5822,309.76,0.56,0.68,2024-01-01,1930,N,VIIRS,n,2,277.59,1.66,N,0
27.37575,95.0869,300.61,0.4,0.37,2024-01-01,1930,N,VIIRS,n,2,282.94,0.53,N,2
26.79387,94.68798,295.28,0.4,0.37,2024-01-01,1930,N,VIIRS,n,2,284.87,0.49,N,0
26.05955,93.89175,296.87,0.39,0.36,2024-01-01,1930,N,VIIRS,n,2,281.96,0.47,N,0
26.188,91.80617,302.4,0.39,0.36,2024-01-01,1930,N,VIIRS,n,2,284.88,0.17,N,0
26.75849,83.19875,303.35,0.36,0.57,2024-01-01,1930,N,VIIRS,n,2,286.28,0.92,N,2
26.75995,83.19978,303.69,0.36,0.57,2024-01-01,1930,N,VIIRS,n,2,286.55,1.22,N,2
29.43268,79.53929,295.33,0.63,0.72,2024-01-01,1930,N,VIIRS,n,2,278.72,1.32,N,0
29.43489,79.53733,297.8,0.63,0.72,2024-01-01,1930,N,VIIRS,n,2,278.9,0.8,N,0
29.68601,79.74451,306.23,0.62,0.71,2024-01-01,1930,N,VIIRS,n,2,279.53,1.07,N,0
30.01937,80.56772,308.95,0.56,0.69,2024-01-01,1930,N,VIIRS,n,2,278.68,1.4,N,0
30.01952,80.56486,298.55,0.56,0.69,2024-01-01,1930,N,VIIRS,n,2,278.39,1.4,N,0
30.02569,80.56969,300.15,0.56,0.69,2024-01-01,1930,N,VIIRS,n,2,278.64,1.4,N,0
30.02584,80.56686,298.49,0.56,0.69,2024-01-01,1930,N,VIIRS,n,2,278.04,1.4,N,0
30.02632,80.55814,295.96,0.56,0.69,2024-01-01,1930,N,VIIRS,n,2,275.53,1.76,N,0
27.4692,95.42298,306.56,0.41,0.37,2024-01-01,1930,N,VIIRS,n,2,283.97,0.77,N,2
28.1611,97.0622,297.37,0.46,0.39,2024-01-01,1930,N,VIIRS,n,2,266.38,0.6,N,0
28.16187,97.05801,299.57,0.46,0.39,2024-01-01,1930,N,VIIRS,n,2,268.43,0.6,N,0
28.16492,97.04141,312.56,0.46,0.39,2024-01-01,1930,N,VIIRS,n,2,276.98,1.65,N,0
23.76794,86.38791,300.76,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.41,1.27,N,2
23.76744,86.39203,314.9,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,295.29,1.41,N,2
23.76694,86.39616,305.61,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.89,1.41,N,2
23.76644,86.40031,305.72,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.89,2.42,N,2
23.76525,86.37492,302.45,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.34,1.57,N,2
23.76326,86.39142,316.43,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,292.15,3.82,N,2
23.76226,86.3997,307.2,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.9,1.78,N,2
23.76175,86.40388,308.12,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.23,1.78,N,2
23.76025,86.41631,299.15,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,285.94,0.8,N,2
23.78115,86.20686,340.91,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,293.58,3.28,N,2
23.75758,86.40326,328.09,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.58,1.78,N,2
23.78064,86.21111,297.83,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,286.22,3.28,N,2
23.75809,86.39909,309.58,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.42,1.78,N,2
24.16679,82.56124,303.69,0.37,0.58,2024-01-01,1931,N,VIIRS,n,2,285.98,0.73,N,2
23.77693,86.20621,303.61,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,287.82,1.28,N,2
23.75391,86.39846,295.18,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,284.62,0.72,N,2
23.75191,86.41507,297.79,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.0,0.75,N,2
23.75142,86.41917,299.42,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.19,0.75,N,2
23.77371,86.19708,298.08,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,286.08,1.61,N,2
23.77321,86.20131,299.68,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,287.36,1.61,N,2
23.77271,86.20553,297.46,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,285.97,1.28,N,2
23.74725,86.41856,301.51,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,285.59,0.75,N,2
23.74676,86.42265,296.28,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.07,1.07,N,2
23.74259,86.42204,295.55,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,283.99,0.89,N,2
23.73695,86.43375,312.55,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.85,2.14,N,0
23.73229,86.43724,303.77,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.94,0.98,N,2
24.12484,82.71935,296.8,0.36,0.57,2024-01-01,1931,N,VIIRS,n,2,284.63,0.25,N,0
23.72764,86.44076,297.47,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.22,0.98,N,2
23.72347,86.44016,310.27,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.69,1.42,N,2
23.7225,86.44839,306.41,0.41,0.45,2024-01-01,1931,N,VIIRS,n,2,293.9,1.6,N,2
23.66565,86.91942,302.25,0.39,0.44,2024-01-01,1931,N,VIIRS,n,2,285.39,0.84,N,2
23.71931,86.43954,306.68,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.32,1.42,N,2
23.71882,86.44366,311.91,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.56,1.6,N,2
23.71834,86.44778,308.94,0.41,0.45,2024-01-01,1931,N,VIIRS,n,2,292.11,1.6,N,2
23.8236,85.49815,298.57,0.47,0.48,2024-01-01,1931,N,VIIRS,n,2,288.06,1.04,N,2
23.71466,86.44303,301.68,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,284.81,1.02,N,2
23.61333,87.14688,296.24,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,285.48,1.52,N,2
23.75684,85.85478,320.81,0.45,0.47,2024-01-01,1931,N,VIIRS,n,2,289.16,3.59,N,2
23.60469,87.15125,296.19,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,285.09,1.11,N,2
23.69129,86.38934,297.7,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.77,0.58,N,2
23.68712,86.38869,301.79,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.46,1.52,N,2
23.68663,86.39292,317.23,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.51,1.52,N,2
23.68246,86.39227,308.47,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.69,1.52,N,2
23.68197,86.39645,295.36,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,284.36,0.88,N,2
23.83746,84.95002,315.07,0.51,0.5,2024-01-01,1931,N,VIIRS,n,2,285.01,2.32,N,0
23.6778,86.39581,302.32,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.53,2.13,N,2
23.67126,86.41574,295.07,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,284.2,0.86,N,0
23.67078,86.41988,308.99,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.29,1.55,N,2
23.66662,86.41926,320.33,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,283.91,2.39,N,2
23.61502,86.86118,300.7,0.39,0.44,2024-01-01,1931,N,VIIRS,n,2,285.2,0.74,N,2
23.61553,86.78673,297.36,0.4,0.44,2024-01-01,1931,N,VIIRS,n,2,286.13,0.93,N,2
23.6151,86.79034,302.81,0.4,0.44,2024-01-01,1931,N,VIIRS,n,2,286.81,0.93,N,2
23.56153,87.24062,296.31,0.56,0.43,2024-01-01,1931,N,VIIRS,n,2,284.36,1.81,N,2
23.55757,87.24003,323.05,0.56,0.43,2024-01-01,1931,N,VIIRS,n,2,286.13,1.81,N,2
23.55361,87.23945,303.84,0.56,0.43,2024-01-01,1931,N,VIIRS,n,2,285.27,4.04,N,2
23.61577,86.78764,298.1,0.4,0.44,2024-01-01,1931,N,VIIRS,n,2,286.22,1.02,N,2
23.61532,86.79128,301.75,0.39,0.44,2024-01-01,1931,N,VIIRS,n,2,286.5,1.02,N,2
23.55907,87.23887,315.62,0.56,0.43,2024-01-01,1931,N,VIIRS,n,2,285.83,1.97,N,2
23.55512,87.23829,304.78,0.56,0.43,2024-01-01,1931,N,VIIRS,n,2,284.43,1.97,N,2
23.55046,87.24319,306.0,0.56,0.43,2024-01-01,1931,N,VIIRS,n,2,286.91,1.28,N,3
23.54977,87.24868,298.05,0.56,0.43,2024-01-01,1931,N,VIIRS,n,2,285.62,1.28,N,0
23.68446,86.08228,335.38,0.44,0.46,2024-01-01,1931,N,VIIRS,n,2,285.59,4.61,N,2
23.68293,86.09516,320.68,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,285.64,1.48,N,2
23.68344,86.09088,299.64,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,286.95,1.48,N,2
23.56275,87.08125,299.88,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,285.0,1.16,N,2
23.67868,86.0946,296.68,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,285.0,1.48,N,2
23.74293,85.50407,303.81,0.47,0.48,2024-01-01,1931,N,VIIRS,n,2,283.11,0.84,N,2
23.67543,86.08544,303.92,0.44,0.46,2024-01-01,1931,N,VIIRS,n,2,286.53,1.2,N,2
23.63628,86.30737,315.98,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,282.72,1.63,N,0
23.72258,85.52521,295.96,0.47,0.48,2024-01-01,1931,N,VIIRS,n,2,283.58,0.47,N,2
23.63356,86.29431,298.34,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,284.18,1.33,N,2
23.63209,86.30677,298.14,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,283.04,0.74,N,0
23.73863,85.00694,301.09,0.51,0.49,2024-01-01,1931,N,VIIRS,n,2,284.61,1.05,N,2
23.7381,85.01189,302.22,0.51,0.49,2024-01-01,1931,N,VIIRS,n,2,287.52,1.05,N,2
23.69893,85.29049,296.71,0.49,0.48,2024-01-01,1931,N,VIIRS,n,2,284.85,0.58,N,0
23.71984,85.00941,296.23,0.51,0.49,2024-01-01,1931,N,VIIRS,n,2,283.32,1.3,N,2
23.54913,86.54463,305.69,0.41,0.45,2024-01-01,1931,N,VIIRS,n,2,286.59,0.91,N,2
23.65746,85.50623,299.42,0.47,0.48,2024-01-01,1931,N,VIIRS,n,2,284.51,0.75,N,2
23.72026,85.00698,295.57,0.51,0.49,2024-01-01,1931,N,VIIRS,n,2,283.14,0.75,N,2
23.67062,84.99531,302.51,0.51,0.49,2024-01-01,1931,N,VIIRS,n,2,284.82,1.9,N,2
23.66551,84.99966,299.74,0.51,0.49,2024-01-01,1931,N,VIIRS,n,2,284.29,1.17,N,2
22.91139,86.07201,299.03,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,285.87,0.6,N,2
22.87392,86.06255,311.35,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,288.59,1.81,N,2
22.85752,86.05602,303.46,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,287.1,1.09,N,2
22.72874,86.85807,297.32,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,284.9,0.63,N,0
22.79727,86.20076,302.36,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.03,2.18,N,2
22.7921,86.20836,303.71,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.1,1.09,N,2
22.79161,86.21244,306.02,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.52,1.09,N,2
22.80228,86.08804,300.21,0.42,0.46,2024-01-01,1931,N,VIIRS,n,2,288.31,1.94,N,2
22.78891,86.1996,306.17,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.69,1.38,N,2
22.78842,86.20374,302.85,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.52,1.38,N,2
22.78792,86.20782,300.39,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.17,1.01,N,2
22.79758,86.0916,323.37,0.42,0.46,2024-01-01,1931,N,VIIRS,n,2,287.93,2.28,N,2
22.78424,86.20317,309.35,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.86,1.38,N,2
22.78639,86.00492,297.85,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,285.96,0.51,N,0
23.16563,82.34102,325.27,0.37,0.58,2024-01-01,1931,N,VIIRS,n,2,286.88,2.4,N,2
23.16597,82.3374,300.88,0.37,0.58,2024-01-01,1931,N,VIIRS,n,2,285.91,1.88,N,2
24.1722,82.56147,298.61,0.37,0.58,2024-01-01,1931,N,VIIRS,n,2,285.61,0.62,N,2
25.419,86.02494,305.74,0.46,0.47,2024-01-01,1931,N,VIIRS,n,2,282.86,1.71,N,0
25.41462,86.02434,327.0,0.46,0.47,2024-01-01,1931,N,VIIRS,n,2,284.11,1.71,N,2
25.41843,86.02629,305.3,0.46,0.47,2024-01-01,1931,N,VIIRS,n,2,283.66,1.41,N,2
25.41406,86.0257,304.41,0.46,0.47,2024-01-01,1931,N,VIIRS,n,2,282.96,1.41,N,2
24.11907,86.35148,299.61,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,282.61,0.86,N,2
23.79864,87.04936,307.15,0.38,0.43,2024-01-01,1931,N,VIIRS,n,2,288.85,1.41,N,2
23.79746,87.04997,302.84,0.38,0.43,2024-01-01,1931,N,VIIRS,n,2,286.26,1.02,N,2
23.79464,87.07251,296.78,0.38,0.43,2024-01-01,1931,N,VIIRS,n,2,285.75,0.73,N,0
24.20958,82.71055,297.08,0.36,0.57,2024-01-01,1931,N,VIIRS,n,2,286.25,1.13,N,2
24.20925,82.71416,303.55,0.36,0.57,2024-01-01,1931,N,VIIRS,n,2,286.37,0.85,N,2
24.2043,82.70943,297.7,0.36,0.57,2024-01-01,1931,N,VIIRS,n,2,285.0,1.25,N,2
24.20399,82.71286,302.29,0.36,0.57,2024-01-01,1931,N,VIIRS,n,2,285.35,0.99,N,2
23.8051,86.32798,321.26,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,292.58,1.65,N,2
24.18931,82.57694,305.8,0.37,0.58,2024-01-01,1931,N,VIIRS,n,2,285.79,1.36,N,2
23.80656,86.31531,302.73,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.75,2.23,N,2
23.80462,86.33218,298.98,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,285.93,1.65,N,2
23.8009,86.32739,300.23,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.34,0.86,N,2
23.79898,86.34401,303.22,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.65,2.4,N,2
23.79383,86.35176,314.93,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.68,2.36,N,2
23.78724,86.37199,301.64,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.21,1.54,N,2
23.78736,86.33385,322.39,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,292.81,2.37,N,2
23.78067,86.3922,325.28,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,293.55,2.64,N,2
24.16912,82.55975,306.86,0.37,0.58,2024-01-01,1931,N,VIIRS,n,2,286.06,1.12,N,2
23.78114,86.38808,313.4,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.03,1.68,N,2
23.78019,86.3963,314.58,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.9,2.64,N,2
23.69511,87.12004,297.84,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,286.17,0.7,N,2
23.69443,87.12569,295.62,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,285.4,0.7,N,2
23.77696,86.38745,329.81,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.64,2.65,N,2
23.79416,86.23666,300.99,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,285.68,1.17,N,2
23.78316,86.33324,296.23,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,284.9,0.75,N,2
23.78173,86.34573,310.8,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.32,1.91,N,2
23.77887,86.37077,296.66,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,285.47,1.26,N,2
23.77649,86.39156,319.42,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.84,1.33,N,2
23.77602,86.39568,299.04,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.24,1.33,N,2
23.69245,87.10826,295.85,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,285.21,1.7,N,2
23.69111,87.11944,299.68,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,286.19,1.69,N,2
23.77564,86.36182,305.58,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.41,1.2,N,2
23.77278,86.3868,303.32,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.9,2.65,N,2
23.77231,86.39092,307.18,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.9,1.33,N,2
23.77184,86.39504,302.52,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.65,1.33,N,2
23.77137,86.39917,297.36,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.36,1.17,N,0
23.6898,87.09645,304.38,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,287.38,2.63,N,2
23.68712,87.11884,305.67,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,286.05,1.69,N,2
23.76861,86.38616,312.1,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.69,1.19,N,2
23.76814,86.39029,306.26,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,292.76,1.68,N,2
23.76766,86.39442,312.68,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,293.64,1.68,N,2
23.76719,86.39856,302.87,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.57,1.38,N,2
23.76672,86.40272,301.62,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.76,1.38,N,2
23.78434,86.20957,300.47,0.43,0.46,2024-01-01,1931,N,VIIRS,n,2,285.25,1.17,N,2
23.76584,86.37313,301.1,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.9,2.04,N,2
23.7649,86.38139,299.24,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,287.92,1.19,N,2
23.76396,86.38966,311.59,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,289.83,1.68,N,2
23.76349,86.39379,309.61,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,291.71,1.68,N,2
23.76254,86.40213,313.33,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,286.81,1.38,N,2
23.68927,87.12394,298.88,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,285.51,0.8,N,2
23.6888,87.0954,296.06,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,285.98,1.29,N,2
23.6881,87.10101,297.14,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,284.94,1.99,N,2
23.68528,87.12334,299.23,0.57,0.43,2024-01-01,1931,N,VIIRS,n,2,286.19,0.8,N,2
23.77513,86.36365,309.31,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.83,1.65,N,2
23.77261,86.38442,300.2,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,285.87,1.27,N,2
23.77161,86.39266,302.9,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,290.44,1.41,N,2
23.77111,86.39677,305.96,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,288.26,1.41,N,0
23.76844,86.38379,305.65,0.42,0.45,2024-01-01,1931,N,VIIRS,n,2,284.24,1.27,N,2
22.59301,85.90356,309.37,0.43,0.46,2024-01-01,1932,N,VIIRS,n,2,288.75,1.53,N,2
22.58877,85.90298,304.21,0.43,0.46,2024-01-01,1932,N,VIIRS,n,2,288.42,1.53,N,2
22.37735,87.27753,321.52,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,292.0,3.76,N,2
22.3767,87.28278,303.5,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,289.78,1.4,N,2
22.37021,87.30315,313.43,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,288.04,1.2,N,2
22.36632,87.30257,311.86,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,289.56,1.39,N,2
22.36244,87.30198,305.87,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,288.73,1.39,N,2
22.37741,87.27631,308.64,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,288.97,2.57,N,0
22.37672,87.28154,319.39,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,291.8,2.57,N,2
22.3701,87.30187,315.95,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,288.92,2.55,N,2
22.36622,87.3013,311.65,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,290.29,2.55,N,2
22.36234,87.30073,300.14,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,288.31,1.71,N,2
22.35981,87.2897,298.9,0.54,0.42,2024-01-01,1932,N,VIIRS,n,2,288.79,0.91,N,2
22.36645,87.01976,307.09,0.56,0.43,2024-01-01,1932,N,VIIRS,n,2,289.11,2.22,N,2
22.3625,87.01915,307.42,0.56,0.43,2024-01-01,1932,N,VIIRS,n,2,288.87,2.22,N,2
22.0867,88.11007,305.01,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,287.73,0.92,N,0
22.05463,88.1243,317.71,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,296.08,1.74,N,2
22.05093,88.12372,305.6,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,291.08,1.74,N,2
22.0503,88.09966,322.94,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,288.77,2.11,N,0
22.04968,88.10435,306.33,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,290.38,2.11,N,2
22.05321,88.12212,308.06,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,292.14,1.52,N,2
22.05258,88.12679,310.91,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,292.05,1.52,N,2
22.05207,88.10279,325.28,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,289.11,2.65,N,2
22.04837,88.10222,303.85,0.48,0.4,2024-01-01,1932,N,VIIRS,n,2,290.25,1.54,N,2
22.22389,84.75162,299.13,0.5,0.49,2024-01-01,1932,N,VIIRS,n,2,287.94,1.21,N,2
22.22333,84.75658,298.15,0.5,0.49,2024-01-01,1932,N,VIIRS,n,2,287.51,1.21,N,2
22.21102,84.86427,303.27,0.5,0.49,2024-01-01,1932,N,VIIRS,n,2,289.67,2.07,N,2
22.20172,84.57629,299.83,0.52,0.5,2024-01-01,1932,N,VIIRS,n,2,288.06,0.89,N,2
22.33233,82.65247,301.89,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,288.49,1.49,N,2
22.332,82.6558,318.37,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,290.37,1.85,N,2
22.32897,82.68596,300.32,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,287.82,0.59,N,2
22.32677,82.65518,300.51,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,287.74,1.49,N,2
22.3261,82.66185,298.56,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,288.52,0.68,N,2
22.32373,82.68555,304.8,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,287.69,0.8,N,0
22.32087,82.66129,308.37,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,287.44,0.68,N,2
22.31313,82.73873,301.32,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,287.65,1.43,N,0
22.3128,82.7421,300.67,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,286.75,0.77,N,0
22.32238,82.5927,303.94,0.35,0.56,2024-01-01,1932,N,VIIRS,n,2,288.85,0.91,N,0
22.32118,82.55096,336.29,0.35,0.57,2024-01-01,1932,N,VIIRS,n,2,288.78,2.16,N,0
22.32254,82.53712,305.57,0.35,0.57,2024-01-01,1932,N,VIIRS,n,2,288.16,1.11,N,0
22.31982,82.56475,301.22,0.35,0.57,2024-01-01,1932,N,VIIRS,n,2,288.52,0.8,N,0
22.31948,82.56821,302.97,0.35,0.57,2024-01-01,1932,N,VIIRS,n,2,288.31,0.8,N,0
21.99266,85.32549,300.43,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,286.27,0.75,N,3
21.96745,85.31294,299.45,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,285.07,0.67,N,2
21.96714,85.31562,297.47,0.46,0.47,2024-01-01,1932,N,VIIRS,n,2,284.93,1.02,N,2
21.92958,85.21844,303.66,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,285.31,1.39,N,2
21.92906,85.22292,308.55,0.47,0.48,2024-01-01,1932,N,VIIRS,n,2,286.37,1.32,N,2
22.10689,83.5209,301.83,0.6,0.53,2024-01-01,1932,N,VIIRS,n,2,288.58,1.98,N,0
22.05578,83.72646,298.73,0.58,0.52,2024-01-01,1932,N,VIIRS,n,2,288.54,1.08,N,2
22.10677,83.124,302.84,0.32,0.54,2024-01-01,1932,N,VIIRS,n,2,288.07,0.57,N,2
22.04488,83.73665,304.88,0.58,0.52,2024-01-01,1932,N,VIIRS,n,2,288.66,1.18,N,2
22.04002,83.73611,321.37,0.58,0.52,2024-01-01,1932,N,VIIRS,n,2,289.66,5.22,N,2
22.10202,83.12024,304.91,0.32,0.55,2024-01-01,1932,N,VIIRS,n,2,288.8,1.14,N,2
22.03574,83.72983,299.44,0.58,0.52,2024-01-01,1932,N,VIIRS,n,2,286.9,1.36,N,2
22.0418,83.73531,322.86,0.58,0.52,2024-01-01,1932,N,VIIRS,n,2,290.38,5.91,N,2
22.10801,83.12366,302.99,0.32,0.54,2024-01-01,1932,N,VIIRS,n,2,288.31,0.98,N,0
22.04118,83.74098,308.1,0.58,0.52,2024-01-01,1932,N,VIIRS,n,2,290.22,2.64,N,2
22.10329,83.11993,309.3,0.32,0.54,2024-01-01,1932,N,VIIRS,n,2,289.5,1.64,N,2
22.03858,83.34806,299.76,0.62,0.54,2024-01-01,1932,N,VIIRS,n,2,287.75,1.13,N,2
22.03794,83.3541,301.17,0.62,0.54,2024-01-01,1932,N,VIIRS,n,2,288.38,1.13,N,2
21.98632,83.36418,297.69,0.61,0.54,2024-01-01,1932,N,VIIRS,n,2,287.35,0.39,N,0
21.9795,83.23993,302.25,0.62,0.54,2024-01-01,1932,N,VIIRS,n,2,288.78,1.39,N,2
22.00278,82.66701,311.15,0.34,0.56,2024-01-01,1932,N,VIIRS,n,2,289.73,2.0,N,2
21.92236,83.34997,327.51,0.61,0.54,2024-01-01,1932,N,VIIRS,n,2,293.59,5.48,N,2
21.92362,83.33787,298.71,0.61,0.54,2024-01-01,1932,N,VIIRS,n,2,288.1,5.32,N,2
22.0185,82.18047,300.09,0.37,0.58,2024-01-01,1932,N,VIIRS,n,2,287.78,0.68,N,0
21.8772,83.49504,297.82,0.6,0.53,2024-01-01,1932,N,VIIRS,n,2,287.81,1.14,N,2
