latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.73245,72.69415,295.16,0.45,0.47,2024-01-25,2023,N,VIIRS,n,2,281.1,0.71,N,0
22.40326,69.01851,302.26,0.39,0.6,2024-01-25,2023,N,VIIRS,n,2,288.92,0.7,N,0
21.24078,79.23388,299.18,0.38,0.36,2024-01-25,2023,N,VIIRS,n,2,286.59,0.88,N,2
21.24409,79.23447,309.14,0.38,0.36,2024-01-25,2023,N,VIIRS,n,2,285.95,0.88,N,0
21.24584,79.22341,312.08,0.38,0.36,2024-01-25,2023,N,VIIRS,n,2,288.4,1.59,N,2
21.23199,79.62791,305.0,0.39,0.36,2024-01-25,2023,N,VIIRS,n,2,287.58,1.49,N,2
21.2347,79.63223,298.11,0.39,0.36,2024-01-25,2023,N,VIIRS,n,2,287.51,0.78,N,2
17.38559,79.87798,302.26,0.41,0.37,2024-01-25,2024,N,VIIRS,n,2,292.12,0.44,N,0
18.22985,73.80994,300.58,0.53,0.42,2024-01-25,2024,N,VIIRS,n,2,289.01,1.07,N,0
18.22604,73.80907,315.33,0.53,0.42,2024-01-25,2024,N,VIIRS,n,2,288.08,1.07,N,0
17.43927,78.47062,306.27,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,291.29,0.68,N,0
17.45272,76.36822,301.92,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,290.82,0.45,N,0
17.14651,78.22525,304.63,0.38,0.36,2024-01-25,2024,N,VIIRS,n,2,290.74,0.63,N,2
17.50307,75.66636,305.86,0.43,0.38,2024-01-25,2024,N,VIIRS,n,2,289.0,0.92,N,0
17.76757,73.69882,298.63,0.53,0.42,2024-01-25,2024,N,VIIRS,n,2,288.58,0.68,N,0
17.11404,78.08678,309.5,0.38,0.36,2024-01-25,2024,N,VIIRS,n,2,289.37,0.71,N,0
17.08216,78.09581,315.27,0.38,0.36,2024-01-25,2024,N,VIIRS,n,2,290.1,1.13,N,0
17.07885,78.09525,318.89,0.38,0.36,2024-01-25,2024,N,VIIRS,n,2,289.71,1.13,N,0
17.69253,73.89108,306.13,0.51,0.41,2024-01-25,2024,N,VIIRS,n,2,287.56,1.1,N,0
17.1421,77.18434,303.09,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,292.98,0.9,N,2
17.13988,77.17651,304.06,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,293.23,1.02,N,2
17.53919,73.91548,306.17,0.51,0.41,2024-01-25,2024,N,VIIRS,n,2,288.01,0.76,N,0
17.06552,76.97765,305.18,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,292.72,0.82,N,2
16.33003,80.62144,307.63,0.44,0.39,2024-01-25,2024,N,VIIRS,n,2,292.32,1.05,N,0
16.99999,74.28068,307.74,0.48,0.4,2024-01-25,2024,N,VIIRS,n,2,285.06,1.18,N,0
16.25304,76.31966,303.29,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,291.09,0.5,N,0
16.29796,75.19069,305.22,0.43,0.38,2024-01-25,2024,N,VIIRS,n,2,288.05,0.54,N,0
16.12313,75.90672,331.05,0.41,0.37,2024-01-25,2024,N,VIIRS,n,2,290.84,3.55,N,0
16.20542,75.2066,301.83,0.43,0.38,2024-01-25,2024,N,VIIRS,n,2,291.56,0.6,N,0
15.96235,75.76806,325.07,0.41,0.37,2024-01-25,2024,N,VIIRS,n,2,290.46,1.73,N,0
15.92377,75.48534,326.46,0.42,0.38,2024-01-25,2024,N,VIIRS,n,2,292.69,1.49,N,0
15.80511,75.58327,309.64,0.42,0.37,2024-01-25,2024,N,VIIRS,n,2,289.18,0.88,N,0
15.33943,76.27474,331.28,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,294.83,2.77,N,2
15.33887,76.27843,307.86,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,295.27,1.48,N,2
15.3344,76.28525,315.21,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,294.63,1.43,N,2
15.65941,73.98911,305.5,0.48,0.4,2024-01-25,2024,N,VIIRS,n,2,291.63,0.68,N,2
15.18709,77.09945,303.02,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,292.63,0.92,N,0
15.31071,76.25198,303.67,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,292.96,0.58,N,2
15.1799,77.10193,307.66,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,293.57,1.03,N,2
15.02306,78.01192,305.96,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,294.91,0.89,N,2
15.02249,78.0155,311.7,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,295.46,0.83,N,2
15.14345,77.02996,307.97,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,291.4,0.7,N,0
15.18711,76.65774,308.4,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,296.29,1.38,N,2
15.18266,76.66442,316.85,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,294.5,1.49,N,2
15.17933,76.66389,334.37,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,295.55,4.51,N,2
15.18209,76.64582,306.31,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,294.85,1.31,N,2
15.17768,76.67473,306.86,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,295.09,1.06,N,2
15.1771,76.65612,329.53,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,298.35,3.34,N,2
15.17765,76.65251,311.92,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,295.6,2.17,N,2
15.17211,76.66642,311.96,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,295.18,1.93,N,2
15.16767,76.67312,308.49,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,293.67,1.65,N,2
15.15161,76.71119,303.69,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,292.46,0.8,N,2
15.19644,76.38052,310.23,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,293.66,0.96,N,2
15.17298,76.37673,317.57,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,295.63,1.76,N,2
15.16907,76.37984,307.3,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,294.31,1.11,N,2
15.22126,75.71097,309.92,0.41,0.37,2024-01-25,2024,N,VIIRS,n,2,293.22,1.16,N,0
15.30482,75.09171,299.66,0.43,0.38,2024-01-25,2024,N,VIIRS,n,2,289.13,0.78,N,0
15.13847,76.10388,301.98,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,290.28,0.31,N,0
15.01437,76.89902,303.25,0.39,0.36,2024-01-25,2024,N,VIIRS,n,2,292.27,0.86,N,0
15.15158,75.6889,306.36,0.41,0.37,2024-01-25,2024,N,VIIRS,n,2,290.78,0.88,N,0
15.16942,74.8582,305.89,0.44,0.38,2024-01-25,2024,N,VIIRS,n,2,287.72,1.03,N,0
18.69507,73.0386,296.29,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,277.42,0.84,N,0
18.6946,73.04236,298.54,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,278.48,0.66,N,2
18.20909,76.58276,326.52,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,286.61,1.68,N,0
18.691,73.03801,298.98,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,279.86,0.84,N,2
18.69053,73.04177,303.48,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,279.38,0.66,N,2
18.20965,76.57896,305.54,0.4,0.37,2024-01-25,2024,N,VIIRS,n,2,287.69,1.89,N,0
18.68694,73.03742,299.25,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,280.82,0.73,N,2
18.68334,73.03307,300.06,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,280.21,0.73,N,2
18.68287,73.03683,299.11,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,280.01,0.73,N,2
18.59964,73.6645,310.85,0.54,0.42,2024-01-25,2024,N,VIIRS,n,2,289.06,1.98,N,0
18.68699,73.03818,299.77,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,280.27,0.64,N,2
18.68342,73.03384,300.05,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,280.84,0.64,N,2
18.68293,73.03761,298.65,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,279.7,0.64,N,2
18.68244,73.04134,295.51,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,279.76,1.07,N,2
18.59965,73.66285,312.24,0.54,0.42,2024-01-25,2024,N,VIIRS,n,2,288.28,1.89,N,0
18.56163,73.37257,295.5,0.56,0.43,2024-01-25,2024,N,VIIRS,n,2,279.96,1.1,N,0
18.51606,73.57074,305.82,0.55,0.43,2024-01-25,2024,N,VIIRS,n,2,286.59,2.08,N,0
18.51694,73.5695,301.6,0.55,0.43,2024-01-25,2024,N,VIIRS,n,2,287.11,1.52,N,0
18.51627,73.57447,298.03,0.55,0.43,2024-01-25,2024,N,VIIRS,n,2,284.96,0.7,N,0
18.42674,73.25845,306.35,0.57,0.43,2024-01-25,2024,N,VIIRS,n,2,288.15,1.03,N,0
18.33944,72.9826,307.76,0.39,0.44,2024-01-25,2024,N,VIIRS,n,2,285.6,0.55,N,0
12.09048,78.69638,304.87,0.41,0.37,2024-01-25,2025,N,VIIRS,n,2,292.08,0.46,N,0
12.41657,75.29852,306.1,0.4,0.37,2024-01-25,2025,N,VIIRS,n,2,291.92,0.52,N,0
11.8188,77.91875,305.05,0.39,0.37,2024-01-25,2025,N,VIIRS,n,2,293.25,1.03,N,2
11.81545,77.91819,327.91,0.39,0.37,2024-01-25,2025,N,VIIRS,n,2,294.0,1.03,N,2
11.80943,77.92513,332.07,0.39,0.37,2024-01-25,2025,N,VIIRS,n,2,295.03,3.09,N,2
11.81001,77.9215,306.48,0.39,0.37,2024-01-25,2025,N,VIIRS,n,2,294.28,1.42,N,2
11.37485,78.87728,318.91,0.42,0.38,2024-01-25,2025,N,VIIRS,n,2,291.63,1.28,N,0
14.63929,76.39688,304.74,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,290.17,0.37,N,0
14.11613,78.13232,303.89,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,293.0,0.38,N,0
14.38426,75.57191,304.55,0.41,0.37,2024-01-25,2025,N,VIIRS,n,2,292.51,0.84,N,0
14.15564,75.72451,300.7,0.4,0.37,2024-01-25,2025,N,VIIRS,n,2,290.44,0.54,N,0
13.97746,76.23269,323.56,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,293.5,2.09,N,0
13.9769,76.23633,308.44,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,293.07,0.73,N,0
13.89904,76.56553,302.73,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,291.97,0.85,N,2
13.86704,75.76354,303.16,0.4,0.37,2024-01-25,2025,N,VIIRS,n,2,290.12,0.5,N,0
13.87318,75.65467,301.56,0.4,0.37,2024-01-25,2025,N,VIIRS,n,2,289.87,0.51,N,0
13.44072,76.66336,305.97,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,291.59,0.66,N,0
13.47641,75.87962,302.87,0.4,0.37,2024-01-25,2025,N,VIIRS,n,2,290.55,1.1,N,0
13.37001,76.41893,301.25,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,290.29,0.31,N,0
13.11824,78.01389,304.71,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,290.33,0.72,N,0
13.56189,74.84793,304.92,0.42,0.38,2024-01-25,2025,N,VIIRS,n,2,291.94,0.4,N,0
13.26102,76.14209,316.03,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,291.92,1.27,N,0
13.26046,76.14573,305.74,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,292.23,1.35,N,0
13.11539,76.86133,306.05,0.38,0.36,2024-01-25,2025,N,VIIRS,n,2,290.84,0.5,N,0
12.84476,77.90687,300.15,0.39,0.36,2024-01-25,2025,N,VIIRS,n,2,289.93,0.44,N,0
12.42532,79.14747,308.48,0.42,0.38,2024-01-25,2025,N,VIIRS,n,2,291.02,1.13,N,0
12.70888,77.29401,302.58,0.38,0.36,2024-01-25,2025,N,VIIRS,n,2,290.89,0.43,N,0
13.0036,74.84899,299.61,0.42,0.38,2024-01-25,2025,N,VIIRS,n,2,288.68,0.36,N,0
10.29737,77.10649,296.31,0.39,0.36,2024-01-25,2026,N,VIIRS,n,2,281.27,0.99,N,0
10.29406,77.10592,303.46,0.39,0.36,2024-01-25,2026,N,VIIRS,n,2,281.46,0.99,N,0
10.29627,77.11343,298.91,0.39,0.36,2024-01-25,2026,N,VIIRS,n,2,281.44,0.42,N,0
10.6855,76.55928,316.86,0.38,0.36,2024-01-25,2026,N,VIIRS,n,2,293.74,1.19,N,0
10.76003,76.72905,308.21,0.38,0.36,2024-01-25,2026,N,VIIRS,n,2,293.51,0.37,N,0
33.6709,73.98929,297.81,0.49,0.65,2024-01-26,2000,N,VIIRS,n,2,271.13,1.23,N,0
33.67078,73.98888,297.36,0.49,0.65,2024-01-26,2000,N,VIIRS,n,2,270.89,0.79,N,0
31.23276,77.18307,303.12,0.61,0.53,2024-01-26,2001,N,VIIRS,n,2,278.05,1.99,N,0
29.90635,74.94545,315.91,0.4,0.6,2024-01-26,2001,N,VIIRS,n,2,275.5,2.04,N,2
29.91194,74.94603,324.32,0.4,0.6,2024-01-26,2001,N,VIIRS,n,2,278.55,2.04,N,2
29.52934,79.84656,295.65,0.41,0.45,2024-01-26,2001,N,VIIRS,n,2,278.75,0.76,N,0
30.07743,75.62035,298.82,0.37,0.58,2024-01-26,2001,N,VIIRS,n,2,277.24,0.84,N,0
29.79694,79.7356,296.71,0.42,0.45,2024-01-26,2001,N,VIIRS,n,2,277.92,1.02,N,0
29.85023,79.27817,296.56,0.44,0.46,2024-01-26,2001,N,VIIRS,n,2,277.62,1.05,N,0
29.81443,79.69167,297.26,0.42,0.45,2024-01-26,2001,N,VIIRS,n,2,277.14,0.74,N,0
29.9344,79.02174,295.63,0.46,0.47,2024-01-26,2001,N,VIIRS,n,2,276.05,0.51,N,0
29.93482,79.01785,316.04,0.46,0.47,2024-01-26,2001,N,VIIRS,n,2,278.24,2.42,N,0
29.93523,79.01396,315.07,0.46,0.47,2024-01-26,2001,N,VIIRS,n,2,278.49,2.42,N,0
29.93501,79.01917,309.9,0.46,0.47,2024-01-26,2001,N,VIIRS,n,2,277.66,1.87,N,0
29.9354,79.01527,328.62,0.46,0.47,2024-01-26,2001,N,VIIRS,n,2,280.14,3.74,N,0
29.98001,79.50311,300.7,0.43,0.46,2024-01-26,2001,N,VIIRS,n,2,277.6,1.64,N,0
29.97979,79.50112,300.77,0.43,0.46,2024-01-26,2001,N,VIIRS,n,2,276.91,1.49,N,0
30.15532,78.8075,296.76,0.47,0.48,2024-01-26,2001,N,VIIRS,n,2,276.73,0.85,N,0
30.54907,78.26106,314.26,0.52,0.5,2024-01-26,2001,N,VIIRS,n,2,276.43,3.68,N,0
30.54869,78.26507,326.14,0.52,0.5,2024-01-26,2001,N,VIIRS,n,2,278.82,3.68,N,0
30.51044,78.71725,302.02,0.48,0.48,2024-01-26,2001,N,VIIRS,n,2,277.6,1.24,N,0
30.55323,78.26632,298.49,0.52,0.5,2024-01-26,2001,N,VIIRS,n,2,275.34,2.09,N,0
30.61457,78.06075,295.06,0.53,0.5,2024-01-26,2001,N,VIIRS,n,2,274.4,0.83,N,0
30.6067,78.24242,308.69,0.52,0.5,2024-01-26,2001,N,VIIRS,n,2,278.86,2.54,N,0
30.93768,75.59756,296.13,0.37,0.58,2024-01-26,2001,N,VIIRS,n,2,278.1,13.89,N,0
30.93738,75.60157,367.0,0.37,0.58,2024-01-26,2001,N,VIIRS,h,2,287.36,22.01,N,0
30.94281,75.60213,316.25,0.37,0.58,2024-01-26,2001,N,VIIRS,n,2,279.25,1.36,N,0
30.80378,77.84399,302.37,0.55,0.51,2024-01-26,2001,N,VIIRS,n,2,274.39,0.82,N,0
30.91452,77.68469,306.4,0.56,0.52,2024-01-26,2001,N,VIIRS,n,2,276.61,1.92,N,0
30.32334,78.91054,313.24,0.47,0.48,2024-01-26,2001,N,VIIRS,n,2,277.87,2.38,N,0
30.93954,77.72297,307.48,0.56,0.52,2024-01-26,2001,N,VIIRS,n,2,274.35,1.46,N,0
31.014,77.59549,297.84,0.57,0.52,2024-01-26,2001,N,VIIRS,n,2,275.05,1.06,N,0
31.01314,77.59601,297.89,0.57,0.52,2024-01-26,2001,N,VIIRS,n,2,273.84,0.61,N,0
31.16652,77.66234,297.57,0.57,0.52,2024-01-26,2001,N,VIIRS,n,2,273.43,1.86,N,0
31.22612,77.20226,301.27,0.61,0.53,2024-01-26,2001,N,VIIRS,n,2,278.43,2.14,N,0
31.22706,77.19122,296.81,0.61,0.53,2024-01-26,2001,N,VIIRS,n,2,277.57,1.99,N,0
31.23209,77.19088,312.99,0.61,0.53,2024-01-26,2001,N,VIIRS,n,2,279.07,1.99,N,0
31.25145,77.02268,295.84,0.62,0.54,2024-01-26,2001,N,VIIRS,n,2,276.69,2.6,N,0
31.25643,77.02345,315.33,0.62,0.54,2024-01-26,2001,N,VIIRS,n,2,278.74,2.6,N,0
31.25681,77.01907,317.68,0.62,0.54,2024-01-26,2001,N,VIIRS,n,2,278.03,2.6,N,0
31.26147,77.02357,303.24,0.62,0.54,2024-01-26,2001,N,VIIRS,n,2,277.57,2.0,N,0
31.27182,77.02069,296.46,0.62,0.54,2024-01-26,2001,N,VIIRS,n,2,277.06,2.16,N,0
31.27228,77.01534,313.34,0.62,0.54,2024-01-26,2001,N,VIIRS,n,2,276.89,2.16,N,0
31.27211,77.01524,311.52,0.62,0.54,2024-01-26,2001,N,VIIRS,n,2,277.21,2.53,N,0
31.36611,76.97964,313.04,0.63,0.54,2024-01-26,2001,N,VIIRS,n,2,279.7,2.87,N,0
31.51001,77.64917,322.02,0.57,0.52,2024-01-26,2001,N,VIIRS,n,2,278.55,5.35,N,0
31.74043,76.59377,297.23,0.33,0.55,2024-01-26,2001,N,VIIRS,n,2,279.65,0.78,N,0
31.74075,76.58998,305.07,0.33,0.55,2024-01-26,2001,N,VIIRS,n,2,280.07,0.78,N,0
31.74212,76.59332,299.38,0.33,0.56,2024-01-26,2001,N,VIIRS,n,2,279.97,0.55,N,0
31.7424,76.58952,299.38,0.33,0.56,2024-01-26,2001,N,VIIRS,n,2,279.64,0.55,N,0
30.32808,78.90791,299.69,0.47,0.48,2024-01-26,2001,N,VIIRS,n,2,278.61,2.38,N,0
30.3276,78.91257,325.43,0.47,0.48,2024-01-26,2001,N,VIIRS,n,2,279.56,2.38,N,0
30.33244,78.90894,302.09,0.47,0.48,2024-01-26,2001,N,VIIRS,n,2,276.29,0.78,N,0
30.36614,78.62048,311.26,0.49,0.48,2024-01-26,2001,N,VIIRS,n,2,279.15,2.31,N,0
30.47007,78.01448,303.27,0.53,0.5,2024-01-26,2001,N,VIIRS,n,2,275.8,1.46,N,0
30.47471,78.01531,306.28,0.53,0.5,2024-01-26,2001,N,VIIRS,n,2,276.24,1.46,N,0
30.47279,78.33455,299.56,0.51,0.49,2024-01-26,2001,N,VIIRS,n,2,279.02,1.33,N,0
30.4732,78.33028,303.48,0.51,0.49,2024-01-26,2001,N,VIIRS,n,2,278.71,2.08,N,0
30.47362,78.32594,316.96,0.51,0.49,2024-01-26,2001,N,VIIRS,n,2,279.26,2.08,N,0
30.47849,78.32353,307.53,0.51,0.49,2024-01-26,2001,N,VIIRS,n,2,277.41,1.57,N,0
30.48439,78.31032,304.64,0.51,0.49,2024-01-26,2001,N,VIIRS,n,2,276.95,1.33,N,0
29.90604,74.94968,295.74,0.4,0.6,2024-01-26,2001,N,VIIRS,n,2,276.84,2.41,N,2
29.43678,79.75249,321.94,0.41,0.45,2024-01-26,2001,N,VIIRS,n,2,277.11,2.71,N,0
29.39763,79.7885,303.36,0.41,0.45,2024-01-26,2001,N,VIIRS,n,2,277.9,1.79,N,0
29.39354,79.78754,315.89,0.41,0.45,2024-01-26,2001,N,VIIRS,n,2,278.66,1.79,N,0
29.38987,79.78288,302.0,0.41,0.45,2024-01-26,2001,N,VIIRS,n,2,278.95,0.95,N,0
29.38943,79.78676,305.77,0.41,0.45,2024-01-26,2001,N,VIIRS,n,2,278.18,0.95,N,0
29.37165,79.90775,296.92,0.4,0.44,2024-01-26,2001,N,VIIRS,n,2,278.71,1.09,N,0
29.33278,79.72911,300.57,0.41,0.45,2024-01-26,2001,N,VIIRS,n,2,278.91,1.22,N,0
29.25652,79.94187,295.49,0.4,0.44,2024-01-26,2001,N,VIIRS,n,2,280.25,0.46,N,0
26.87288,73.51553,295.62,0.46,0.63,2024-01-26,2002,N,VIIRS,n,2,283.35,1.06,N,2
26.27323,74.18807,302.05,0.41,0.6,2024-01-26,2002,N,VIIRS,n,2,289.1,0.81,N,2
26.26759,74.1875,299.86,0.41,0.6,2024-01-26,2002,N,VIIRS,n,2,288.88,0.95,N,2
26.76079,83.20061,302.28,0.41,0.37,2024-01-26,2002,N,VIIRS,n,2,278.11,1.3,N,2
26.7602,83.2047,295.22,0.41,0.37,2024-01-26,2002,N,VIIRS,n,2,276.44,0.76,N,2
26.6439,79.47768,298.59,0.39,0.44,2024-01-26,2002,N,VIIRS,n,2,278.0,0.94,N,2
29.57932,74.55224,305.74,0.42,0.61,2024-01-26,2002,N,VIIRS,n,2,277.73,1.08,N,0
29.57727,74.55456,300.22,0.42,0.61,2024-01-26,2002,N,VIIRS,n,2,276.84,1.12,N,0
25.41444,86.0273,295.39,0.39,0.36,2024-01-26,2002,N,VIIRS,n,2,263.99,0.93,N,2
21.8874,82.05309,300.41,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,284.74,0.59,N,2
21.73141,82.21556,301.08,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,286.9,0.63,N,2
21.67386,82.08308,301.08,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,285.04,0.85,N,2
21.63136,82.11195,296.63,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,284.35,0.44,N,2
21.00163,86.02744,306.56,0.42,0.38,2024-01-26,2003,N,VIIRS,n,2,288.8,0.8,N,0
20.99751,86.00995,298.32,0.42,0.38,2024-01-26,2003,N,VIIRS,n,2,286.71,0.54,N,0
20.99682,86.01398,300.91,0.42,0.38,2024-01-26,2003,N,VIIRS,n,2,287.28,0.54,N,0
20.97683,86.00596,299.66,0.42,0.38,2024-01-26,2003,N,VIIRS,n,2,286.98,0.65,N,2
21.60307,82.04321,300.12,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,289.72,0.68,N,0
20.97408,86.00126,300.94,0.42,0.38,2024-01-26,2003,N,VIIRS,n,2,289.78,0.67,N,2
20.97338,86.00529,300.06,0.42,0.38,2024-01-26,2003,N,VIIRS,n,2,288.67,0.65,N,2
22.32923,82.65323,307.22,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,279.51,1.13,N,2
22.3298,82.64939,297.31,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,276.57,0.41,N,2
22.33722,82.59941,319.36,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,279.1,1.6,N,0
21.92949,85.22207,307.02,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,283.54,1.3,N,2
22.78921,86.19817,295.44,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,268.21,0.91,N,2
22.38104,87.27648,295.87,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,284.28,0.25,N,2
22.38025,87.28087,297.43,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,285.12,0.57,N,2
22.37946,87.28527,296.08,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,285.34,0.57,N,2
23.17697,82.34,295.96,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,271.17,0.41,N,0
22.38116,87.28687,300.08,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,285.4,1.11,N,2
22.58936,85.90649,314.2,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,285.93,1.45,N,2
22.37836,87.28173,320.64,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,291.35,2.38,N,2
22.37913,87.27733,312.78,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,288.17,2.43,N,2
23.16617,82.34225,317.57,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,272.27,1.47,N,2
22.36813,87.29788,310.67,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,287.15,1.64,N,2
22.36735,87.30229,303.32,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,286.81,1.64,N,2
22.36377,87.30155,316.19,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,288.46,1.64,N,2
22.35818,87.29126,302.67,0.46,0.39,2024-01-26,2003,N,VIIRS,n,2,287.31,1.09,N,2
22.59341,85.90323,299.47,0.41,0.37,2024-01-26,2003,N,VIIRS,n,2,284.73,1.45,N,2
21.93012,85.21824,305.21,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,281.41,0.92,N,2
22.32803,82.68446,298.36,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,275.89,0.45,N,2
22.33202,82.65763,303.27,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,278.76,0.78,N,2
22.33259,82.65381,301.16,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,279.63,0.78,N,2
21.96718,85.31487,301.67,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,282.72,0.77,N,2
21.6853,87.02962,296.22,0.45,0.39,2024-01-26,2003,N,VIIRS,n,2,284.15,0.62,N,0
22.08327,84.86106,295.09,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,282.23,0.41,N,0
22.05429,85.46548,306.83,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,284.71,1.04,N,2
22.20362,84.57836,296.99,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,283.56,0.34,N,2
22.20436,84.84827,299.53,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,282.99,0.66,N,2
22.21956,84.75453,298.26,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,283.63,0.66,N,2
22.22227,84.75889,306.83,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,283.72,1.04,N,2
22.22349,84.75141,298.87,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,284.04,0.79,N,2
22.20796,84.86829,311.23,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,285.73,1.38,N,2
22.20918,84.86078,304.9,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,285.84,1.1,N,2
22.20945,84.88018,300.72,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,283.5,1.14,N,2
22.21128,84.86891,303.24,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,283.3,1.84,N,2
22.21189,84.86517,305.38,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,286.56,1.0,N,2
22.21521,84.86578,298.58,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,284.16,1.0,N,2
22.21461,84.86954,324.52,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,285.26,1.84,N,2
22.13409,85.38167,300.07,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,282.94,0.7,N,2
22.1311,85.42063,296.23,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,281.43,0.8,N,2
22.16787,85.43458,297.66,0.4,0.37,2024-01-26,2003,N,VIIRS,n,2,282.01,0.38,N,2
22.31544,84.76776,296.11,0.39,0.36,2024-01-26,2003,N,VIIRS,n,2,282.36,0.41,N,2
